  38.5   3043659   3044847   3043659   16405.258      500 
  38.6   3071078   3070993   3071078   16574.684      500 
  38.7   3098177   3097273   3098177   16427.980      500 
  38.8   3123947   3122052   3123947   15964.048      500 
  38.9   3145613   3144151   3145613   15186.926      500 
  39.0   3163825   3162694   3163825   14127.996      500 
  39.1   3177842   3177405   3177842   12826.698      500 
  39.2   3188601   3188454   3188601   11339.702      500 
  39.3   3196585   3196275   3196585    9719.756      500 
  39.4   3201550   3201592   3201550    8046.719      500 
  39.5   3204771   3204896   3204771    6399.977      500 
  39.6   3206271   3206715   3206271    4863.471      500 
  39.7   3207105   3207437   3207105    3501.492      500 
  39.8   3207311   3207436   3207311    2347.626      500 
  39.9   3206958   3207018   3206958    1421.123      500 
  40.0   3206143   3206320   3206143     700.818      500 
  40.1   3205340   3205433   3205340     164.222      500 
  40.2   3204384   3204421   3204384    -231.212      500 
  40.3   3203324   3203356   3203324    -514.105      500 
  40.4   3202308   3202281   3202308    -713.626      500 
  40.5   3201096   3201212   3201096    -859.787      500 
  40.6   3200253   3200177   3200253    -977.036      500 
  40.7   3199190   3199258   3199190   -1086.357      500 
  40.8   3198217   3198411   3198217   -1198.094      500 
  40.9   3197381   3197597   3197381   -1319.578      500 
  41.0   3196769   3196726   3196769   -1460.973      500 
  41.1   3195997   3195737   3195997   -1632.729      500 
  41.2   3194665   3194588   3194665   -1843.958      500 
  41.3   3193178   3193180   3193178   -2098.535      500 
  41.4   3191273   3191425   3191273   -2396.277      500 
  41.5   3189389   3189301   3189389   -2732.104      500 
  41.6   3186856   3186844   3186856   -3105.899      500 
  41.7   3184025   3184080   3184025   -3517.097      500 
  41.8   3180697   3180873   3180697   -3970.419      500 
  41.9   3177079   3177122   3177079   -4456.754      500 
  42.0   3172911   3172707   3172911   -4965.199      500 
  42.1   3168065   3167655   3168065   -5479.632      500 
  42.2   3162101   3161989   3162101   -5999.014      500 
  42.3   3155491   3155726   3155491   -6522.804      500 
  42.4   3148444   3148793   3148444   -7038.799      500 
  42.5   3141141   3141212   3141141   -7535.664      500 
  42.6   3133434   3133012   3133434   -7994.649      500 
  42.7   3124715   3124338   3124715   -8417.851      500 
  42.8   3115087   3115169   3115087   -8797.784      500 
  42.9   3105205   3105479   3105205   -9130.078      500 
  43.0   3095121   3095300   3095121   -9398.646      500 
  43.1   3085107   3084762   3085107   -9600.130      500 
  43.2   3074409   3074134   3074409   -9730.686      500 
  43.3   3063376   3063495   3063376   -9799.896      500 
  43.4   3052483   3052863   3052483   -9801.675      500 
  43.5   3041982   3042247   3041982   -9735.590      500 
  43.6   3032042   3031771   3032042   -9599.438      500 
  43.7   3021849   3021584   3021849   -9398.169      500 
  43.8   3011794   3011745   3011794   -9141.295      500 
  43.9   3001900   3002190   3001900   -8831.831      500 
  44.0   2992907   2992986   2992907   -8471.052      500 
  44.1   2984240   2984224   2984240   -8065.042      500 
  44.2   2976165   2976070   2976165   -7618.032      500 
  44.3   2968259   2968481   2968259   -7141.326      500 
  44.4   2961338   2961380   2961338   -6644.995      500 
  44.5   2954900   2954744   2954900   -6136.048      500 
  44.6   2948974   2948699   2948974   -5626.070      500 
  44.7   2943249   2943280   2943249   -5115.343      500 
  44.8   2938103   2938495   2938103   -4613.552      500 
  44.9   2934082   2934287   2934082   -4123.345      500 
  45.0   2930803   2930723   2930803   -3651.300      500 
  45.1   2927938   2927838   2927938   -3199.578      500 
  45.2   2925392   2925527   2925392   -2772.387      500 
  45.3   2923475   2923597   2923475   -2372.879      500 
  45.4   2922029   2921886   2922029   -2009.721      500 
